order_id,order_date,ship_date,region,category,sub_category,customer_segment,ship_mode,quantity,unit_price,discount,sales,profit
ORD-00063,2021-06-04,2021-06-06,Central,Electronics,Accessories,Home Office,First Class,6,180.94,0.25,814.23,89.47
ORD-00064,2023-01-31,2023-02-01,Central,Clothing,Kids,Home Office,Standard,2,98.21,0.24,149.28,3.8
ORD-00065,2021-08-26,2021-08-27,South,Clothing,Sports,Consumer,Second Class,12,112.64,0.25,1013.76,99.95
ORD-00066,2022-07-27,2022-07-28,Central,Electronics,Accessories,Home Office,First Class,2,1472.35,0.23,2267.42,120.41
ORD-00067,2023-07-21,2023-07-22,Central,Furniture,Chairs,Consumer,Standard,3,677.47,0.27,1483.66,174.43
ORD-00068,2021-01-06,2021-01-09,Northeast,Electronics,Laptops,Corporate,First Class,2,1008.53,0.05,1916.21,281.93
ORD-00069,2023-05-13,2023-05-18,North,Electronics,Accessories,Corporate,Second Class,2,705.41,0.08,1297.95,321.46
ORD-00070,2021-03-05,2021-03-06,Southwest,Groceries,Beverages,Corporate,Second Class,15,9.12,0.19,110.81,10.52
ORD-00071,2023-02-20,2023-02-25,West,Clothing,Sports,Consumer,First Class,14,176.76,0.09,2251.92,712.57
ORD-00072,2023-03-28,2023-04-01,Central,Clothing,Kids,Corporate,Standard,3,100.11,0.26,222.24,24.3
ORD-00073,2021-05-03,2021-05-08,Southwest,Furniture,Chairs,Consumer,First Class,13,117.04,0.2,1217.22,39.48
ORD-00074,2023-09-15,2023-09-17,Northeast,Clothing,Kids,Consumer,Standard,4,170.58,0.08,627.73,152.42
ORD-00075,2022-07-02,2022-07-03,South,Furniture,Storage,Home Office,Standard,3,368.56,0.24,840.32,19.9
ORD-00076,2023-05-10,2023-05-14,East,Clothing,Kids,Corporate,Second Class,2,39.56,0.05,75.16,13.75
ORD-00077,2023-04-29,2023-05-02,South,Clothing,Kids,Consumer,Standard,11,110.12,0.26,896.38,23.82
ORD-00078,2021-10-09,2021-10-16,South,Clothing,Men,Consumer,Standard,3,143.7,0.25,323.32,9.26
ORD-00079,2021-02-08,2021-02-12,Southwest,Groceries,Beverages,Corporate,First Class,7,10.25,0.24,54.53,4.1
ORD-00080,2023-06-14,2023-06-21,North,Clothing,Sports,Corporate,Standard,5,52.1,0.07,242.26,50.68
ORD-00081,2022-12-21,2022-12-27,Southwest,Furniture,Tables,Consumer,Standard,4,626.59,0.24,1904.83,181.63
ORD-00082,2023-07-09,2023-07-15,Southwest,Furniture,Storage,Home Office,Second Class,3,534.6,0.22,1250.96,77.85
ORD-00083,2021-03-19,2021-03-20,East,Electronics,Phones,Corporate,Second Class,8,891.48,0.1,6418.66,1421.71
ORD-00084,2023-10-24,2023-10-26,Southwest,Clothing,Kids,Home Office,Standard,11,57.07,0.21,495.94,19.37
ORD-00085,2023-04-18,2023-04-25,East,Furniture,Storage,Consumer,Standard,11,693.13,0.09,6938.23,659.91
ORD-00086,2022-12-18,2022-12-21,Southwest,Furniture,Beds,Consumer,First Class,2,650.0,0.22,1014.0,121.15
ORD-00087,2023-12-15,2023-12-16,West,Clothing,Kids,Consumer,Standard,4,155.57,0.07,578.72,80.29
ORD-00088,2023-12-15,2023-12-16,Central,Groceries,Produce,Corporate,Standard,3,9.95,0.26,22.09,1.53
ORD-00089,2023-06-29,2023-07-04,South,Furniture,Beds,Consumer,Standard,13,219.69,0.23,2199.1,160.25
ORD-00090,2023-10-27,2023-11-01,East,Electronics,Laptops,Corporate,Standard,5,125.66,0.09,571.75,117.08
ORD-00091,2021-11-25,2021-11-28,East,Clothing,Sports,Consumer,Same Day,14,76.42,0.08,984.29,118.84
ORD-00092,2021-02-27,2021-03-02,Southwest,Groceries,Snacks,Corporate,Standard,5,38.42,0.21,151.76,14.24
ORD-00093,2022-03-18,2022-03-25,North,Groceries,Beverages,Consumer,Standard,5,31.89,0.03,154.67,46.56
ORD-00094,2023-11-22,2023-11-27,South,Electronics,Accessories,Consumer,Standard,10,654.02,0.2,5232.16,434.93
ORD-00095,2021-02-11,2021-02-15,Northeast,Electronics,Accessories,Home Office,Standard,1,567.79,0.05,539.4,121.13
ORD-00096,2022-12-23,2022-12-28,East,Furniture,Beds,Home Office,Second Class,3,638.86,0.07,1782.42,112.55
ORD-00097,2022-09-28,2022-10-03,East,Groceries,Beverages,Consumer,First Class,4,33.48,0.07,124.55,36.09
ORD-00098,2023-06-20,2023-06-24,East,Electronics,Accessories,Consumer,First Class,5,1211.66,0.1,5452.47,1164.88
ORD-00099,2022-08-29,2022-09-01,East,Furniture,Tables,Corporate,Standard,1,522.69,0.09,475.65,136.72
ORD-00100,2023-04-12,2023-04-15,West,Furniture,Tables,Home Office,Standard,10,170.89,0.1,1538.01,244.0
ORD-00101,2021-11-11,2021-11-17,East,Clothing,Sports,Corporate,Second Class,9,69.73,0.05,596.19,63.09
ORD-00102,2021-08-30,2021-09-02,Northeast,Furniture,Tables,Home Office,Standard,15,177.72,0.05,2532.51,668.61
ORD-00103,2022-10-17,2022-10-23,East,Electronics,Tablets,Home Office,First Class,12,1078.87,0.06,12169.65,4205.1
ORD-00104,2023-10-09,2023-10-10,East,Furniture,Beds,Corporate,Second Class,10,366.68,0.08,3373.46,584.41
ORD-00105,2021-09-14,2021-09-17,West,Clothing,Kids,Consumer,First Class,9,44.57,0.11,357.01,23.79
ORD-00106,2021-12-04,2021-12-06,East,Furniture,Storage,Home Office,Second Class,5,537.24,0.06,2525.03,355.64
ORD-00107,2021-12-12,2021-12-17,Southwest,Electronics,Tablets,Corporate,Second Class,14,1302.48,0.2,14587.78,660.78
ORD-00108,2021-03-04,2021-03-08,Northeast,Clothing,Kids,Consumer,First Class,11,96.17,0.06,994.4,188.27
ORD-00109,2022-10-16,2022-10-22,Southwest,Clothing,Sports,Consumer,Standard,9,55.93,0.19,407.73,10.63
ORD-00110,2023-05-07,2023-05-09,Southwest,Groceries,Snacks,Home Office,First Class,4,25.94,0.2,83.01,1.89
ORD-00111,2022-05-09,2022-05-11,West,Electronics,Tablets,Consumer,First Class,11,1025.15,0.07,10487.28,1356.44
ORD-00112,2021-04-03,2021-04-07,North,Furniture,Storage,Corporate,Standard,9,674.22,0.07,5643.22,499.98
ORD-00113,2022-11-26,2022-12-01,Southwest,Groceries,Produce,Corporate,Standard,1,24.74,0.21,19.54,1.81
ORD-00114,2022-10-15,2022-10-17,East,Furniture,Storage,Corporate,Second Class,9,295.85,0.07,2476.26,624.37
ORD-00115,2021-02-24,2021-03-01,East,Groceries,Produce,Corporate,Second Class,3,20.25,0.1,54.68,6.71
ORD-00116,2022-01-26,2022-01-27,East,Clothing,Sports,Corporate,Standard,13,99.61,0.09,1178.39,242.28
ORD-00117,2023-09-07,2023-09-12,East,Groceries,Beverages,Home Office,Standard,6,40.58,0.07,226.44,44.21
ORD-00118,2022-09-04,2022-09-06,Southwest,Groceries,Snacks,Corporate,Second Class,8,40.18,0.2,257.15,8.9
ORD-00119,2023-03-20,2023-03-27,East,Groceries,Produce,Consumer,Standard,12,37.87,0.06,427.17,127.46
ORD-00120,2022-07-11,2022-07-13,North,Furniture,Tables,Consumer,Second Class,9,152.14,0.06,1287.1,327.38
ORD-00121,2021-11-20,2021-11-24,Central,Groceries,Beverages,Consumer,Standard,5,6.29,0.26,23.27,1.96
ORD-00122,2021-12-25,2021-12-29,Northeast,Electronics,Phones,Home Office,Standard,8,320.15,0.04,2458.75,343.04
ORD-00123,2022-11-18,2022-11-21,East,Furniture,Beds,Home Office,Standard,9,161.11,0.08,1333.99,169.66
ORD-00124,2022-08-28,2022-09-02,Central,Electronics,Accessories,Corporate,Second Class,2,631.21,0.29,896.32,18.66
ORD-00125,2022-07-01,2022-07-04,South,Furniture,Chairs,Consumer,Standard,4,300.9,0.23,926.77,118.08
ORD-00126,2021-08-29,2021-09-04,Southwest,Electronics,Laptops,Consumer,Standard,3,709.72,0.23,1639.45,181.79
ORD-00127,2022-05-22,2022-05-28,Central,Groceries,Dairy,Corporate,Second Class,6,28.29,0.26,125.61,11.14
ORD-00128,2023-12-02,2023-12-06,North,Electronics,Accessories,Consumer,Second Class,13,130.67,0.06,1596.79,402.12
ORD-00129,2022-06-06,2022-06-13,North,Electronics,Phones,Consumer,Standard,2,834.69,0.06,1569.22,213.61
ORD-00130,2023-05-11,2023-05-14,Southwest,Clothing,Sports,Consumer,Second Class,11,35.27,0.24,294.86,19.8
ORD-00131,2021-01-08,2021-01-15,North,Electronics,Accessories,Corporate,First Class,4,717.91,0.08,2641.91,157.63
ORD-00132,2021-02-02,2021-02-04,South,Electronics,Phones,Consumer,Second Class,14,120.58,0.21,1333.61,164.9
ORD-00133,2022-08-16,2022-08-18,Northeast,Furniture,Storage,Corporate,First Class,14,183.15,0.05,2435.89,341.39
ORD-00134,2021-12-25,2021-12-31,Central,Furniture,Chairs,Home Office,Same Day,11,581.34,0.25,4796.06,201.75
ORD-00135,2022-04-07,2022-04-10,Northeast,Electronics,Accessories,Home Office,Second Class,7,858.07,0.08,5525.97,1805.16
ORD-00136,2022-01-26,2022-01-27,South,Furniture,Chairs,Home Office,Standard,13,236.25,0.25,2303.44,129.87
ORD-00137,2022-01-25,2022-01-31,North,Groceries,Beverages,Home Office,Second Class,12,39.22,0.05,447.11,93.94
ORD-00138,2023-11-17,2023-11-21,East,Groceries,Beverages,Corporate,Standard,4,12.62,0.06,47.45,6.08
ORD-00139,2023-05-06,2023-05-09,North,Clothing,Sports,Corporate,Standard,9,140.12,0.09,1147.58,278.3
ORD-00140,2022-12-23,2022-12-25,North,Clothing,Women,Home Office,Second Class,11,109.55,0.08,,71.57
ORD-00141,2021-05-20,2021-05-26,North,Electronics,Accessories,Consumer,Second Class,11,1404.16,0.06,14519.01,2517.62
ORD-00142,2022-08-11,2022-08-12,West,Furniture,Beds,Corporate,Same Day,2,253.5,0.08,466.44,72.92
ORD-00143,2023-04-12,2023-04-16,,Groceries,Produce,Consumer,First Class,2,6.49,0.08,11.94,2.58
ORD-00144,2023-10-21,2023-10-28,East,Groceries,Dairy,Home Office,Same Day,4,24.82,0.05,94.32,6.82
ORD-00145,2021-03-09,2021-03-11,Southwest,Clothing,Women,Corporate,First Class,12,186.49,0.21,1767.93,215.57
ORD-00146,2023-02-26,2023-03-05,Central,Groceries,Dairy,Corporate,Same Day,1,31.05,0.27,22.67,2.07
ORD-00147,2022-07-14,2022-07-21,Southwest,Clothing,Kids,Corporate,Standard,3,135.53,0.23,313.07,33.05
ORD-00148,2021-11-12,2021-11-18,East,Clothing,Men,Consumer,Standard,6,29.42,0.08,162.4,33.09
ORD-00149,2021-07-10,2021-07-15,West,Clothing,Sports,Consumer,Standard,13,181.22,0.09,2143.83,216.26
ORD-00150,2022-09-09,2022-09-12,West,Electronics,Accessories,Consumer,Standard,13,161.54,0.1,1890.02,205.38
ORD-00151,2023-03-22,2023-03-25,Northeast,Clothing,Kids,Consumer,Standard,14,195.1,0.1,2458.26,271.04
ORD-00152,2022-10-16,2022-10-19,Central,Furniture,Tables,Consumer,Standard,13,485.97,0.26,4675.03,475.94
ORD-00153,2023-08-04,2023-08-10,South,Groceries,Dairy,Corporate,First Class,7,14.13,0.21,78.14,5.53
ORD-00154,2023-09-09,2023-09-14,East,Clothing,Sports,Corporate,First Class,6,164.34,0.06,926.88,115.37
ORD-00155,2021-04-01,2021-04-06,Southwest,Furniture,Beds,Home Office,Standard,13,266.29,0.21,2734.8,245.21
ORD-00156,2023-03-13,2023-03-17,Northeast,Furniture,Tables,Consumer,Standard,2,141.82,0.08,260.95,40.32
ORD-00157,2023-12-04,2023-12-08,East,Electronics,Accessories,Consumer,Standard,13,1080.63,0.1,12643.37,4159.37
ORD-00158,2021-11-24,2021-11-27,West,Groceries,Produce,Corporate,Second Class,3,31.48,0.07,87.83,20.0
ORD-00159,2022-02-26,2022-03-01,Central,Groceries,Dairy,Corporate,First Class,9,14.59,0.28,94.54,7.88
ORD-00160,2023-03-15,2023-03-20,North,Clothing,Sports,Corporate,First Class,12,184.55,0.05,2103.87,255.77
ORD-00161,2021-10-17,2021-10-22,East,Furniture,Beds,Consumer,Second Class,9,799.93,0.08,6623.42,609.94
ORD-00162,2021-04-20,2021-04-27,East,Electronics,Laptops,Consumer,Standard,9,782.89,0.1,6341.41,1246.78
ORD-00163,2022-03-28,2022-03-31,North,Electronics,Tablets,Consumer,Second Class,12,1170.19,0.05,13340.17,2840.55
ORD-00164,2021-03-27,2021-04-03,Central,Clothing,Sports,Consumer,First Class,13,176.21,0.28,1649.33,50.2
ORD-00165,2022-05-01,2022-05-03,Northeast,Furniture,Storage,Home Office,Second Class,7,228.77,0.04,1537.33,238.66
ORD-00166,2022-10-25,2022-10-31,South,Furniture,Chairs,Consumer,First Class,7,704.27,0.25,3697.42,184.73
ORD-00167,2023-03-16,2023-03-20,North,Furniture,Beds,Consumer,Standard,13,451.24,0.09,5338.17,857.96
ORD-00168,2021-01-06,2021-01-13,Northeast,Furniture,Beds,Corporate,Second Class,14,236.84,0.05,3149.97,411.26
ORD-00169,2021-09-25,2021-09-30,Northeast,Groceries,Dairy,Consumer,Second Class,14,23.18,0.04,311.54,105.12
ORD-00170,2021-09-28,2021-10-04,South,Groceries,Snacks,Consumer,Standard,2,21.02,0.22,32.79,3.41
ORD-00171,2021-07-14,2021-07-15,South,Electronics,Laptops,Corporate,Standard,1,1058.62,0.21,836.31,23.83
ORD-00172,2021-07-29,2021-07-30,South,Groceries,Produce,Consumer,First Class,14,27.46,0.2,307.55,30.14
ORD-00173,2021-11-07,2021-11-11,West,Clothing,Women,Consumer,Standard,13,148.7,0.11,1720.46,213.91
ORD-00174,2022-08-07,2022-08-14,Southwest,Electronics,Tablets,Consumer,Second Class,4,1134.37,0.24,3448.48,273.76
ORD-00175,2021-05-26,2021-05-31,Northeast,Electronics,Tablets,Home Office,Standard,14,1266.51,0.07,16489.96,5708.99
ORD-00176,2021-01-29,2021-02-01,South,Groceries,Beverages,Corporate,Second Class,9,32.75,0.23,226.96,8.7
ORD-00177,2022-02-21,2022-02-28,North,Clothing,Men,Consumer,Standard,14,56.45,0.07,734.98,48.88
ORD-00178,2021-12-26,2021-12-27,North,Electronics,Phones,Consumer,Same Day,9,799.97,0.07,6695.75,2089.33
ORD-00179,2021-03-02,2021-03-05,Northeast,Electronics,Phones,Consumer,Same Day,11,161.75,0.07,1654.7,265.26
ORD-00180,2021-08-25,2021-08-27,Central,Electronics,Phones,Consumer,Second Class,7,1384.33,0.28,6977.02,737.35
ORD-00181,2022-05-24,2022-05-28,Southwest,Clothing,Men,Corporate,Standard,11,44.08,0.24,368.51,10.42
ORD-00182,2022-09-29,2022-10-02,North,Clothing,Kids,Consumer,Second Class,5,56.09,0.09,255.21,72.16
ORD-00183,2022-05-18,2022-05-20,North,Clothing,Women,Corporate,Second Class,12,190.69,0.08,2105.22,564.55
ORD-00184,2022-05-03,2022-05-07,West,Electronics,Laptops,Corporate,Standard,15,385.64,0.09,5263.99,1444.28
ORD-00185,2023-03-19,2023-03-20,West,Electronics,Laptops,Consumer,Standard,6,1392.76,0.09,7604.47,913.17
ORD-00186,2021-08-12,2021-08-14,North,Clothing,Kids,Consumer,Second Class,13,68.58,0.04,855.88,218.95
ORD-00187,2021-03-24,2021-03-26,Northeast,Clothing,Men,Corporate,Same Day,7,138.66,0.04,931.8,159.63
ORD-00188,2022-05-27,2022-05-28,East,Groceries,Produce,Consumer,Standard,13,19.87,0.09,235.06,57.21
ORD-00189,2021-06-03,2021-06-04,Southwest,Electronics,Accessories,Corporate,Standard,14,1252.57,0.19,14204.14,1262.27
ORD-00190,2021-03-02,2021-03-06,Central,Electronics,Laptops,Home Office,Standard,8,1330.96,0.25,7985.76,554.52
ORD-00191,2022-07-27,2022-07-31,North,Electronics,Laptops,Corporate,First Class,13,78.32,0.08,936.71,143.51
ORD-00192,2022-07-08,2022-07-10,North,Furniture,Chairs,Home Office,First Class,1,337.35,0.04,323.86,31.7
ORD-00193,2023-12-29,2024-01-05,Northeast,Furniture,Tables,Corporate,Same Day,7,688.56,0.08,4434.33,1294.22
ORD-00194,2021-02-27,2021-03-05,Central,Groceries,Produce,Corporate,Standard,13,25.54,0.24,252.34,12.09
ORD-00195,2021-01-02,2021-01-05,Southwest,Electronics,Laptops,Consumer,Standard,13,1274.21,0.24,12589.19,1421.62
ORD-00196,2021-05-29,2021-06-01,Central,Furniture,Chairs,Consumer,Standard,3,540.27,0.25,1215.61,127.47
ORD-00197,2023-01-01,2023-01-03,Central,Groceries,Beverages,Consumer,Second Class,3,29.5,0.28,63.72,7.17
ORD-00198,2022-10-14,2022-10-21,Southwest,Electronics,Phones,Home Office,Standard,12,162.82,0.24,1484.92,176.11
ORD-00199,2022-11-19,2022-11-23,North,Electronics,Phones,Consumer,First Class,12,51.86,0.08,572.53,113.32
ORD-00200,2021-07-27,2021-08-03,East,Groceries,Produce,Consumer,Standard,14,7.03,0.07,91.53,28.96
ORD-00201,2021-07-10,2021-07-13,West,Furniture,Beds,Corporate,Standard,11,193.11,0.07,1975.52,211.37
ORD-00202,2022-06-28,2022-07-04,South,Electronics,Phones,Consumer,Second Class,8,272.71,0.24,1658.08,152.59
ORD-00203,2021-12-16,2021-12-22,South,Electronics,Phones,Consumer,Standard,8,1347.57,0.22,8408.84,553.08
ORD-00204,2023-06-20,2023-06-24,South,Groceries,Dairy,Consumer,Second Class,2,48.59,0.24,73.86,6.38
ORD-00205,2023-05-08,2023-05-13,Central,Groceries,Produce,Consumer,Standard,15,26.81,0.26,297.59,41.05
ORD-00206,2023-07-09,2023-07-11,Southwest,Electronics,Laptops,Corporate,Standard,7,163.63,0.19,927.78,84.8
ORD-00207,2021-05-18,2021-05-19,East,Clothing,Kids,Home Office,Second Class,15,159.44,0.08,2200.27,383.58
ORD-00208,2021-07-25,2021-07-26,West,Electronics,Tablets,Home Office,First Class,15,645.79,0.06,9105.64,1207.63
ORD-00209,2023-04-03,2023-04-04,East,Groceries,Produce,Consumer,Second Class,5,16.55,0.07,76.96,15.2
ORD-00210,2022-04-12,2022-04-14,South,Furniture,Storage,Consumer,Standard,11,737.67,0.23,6248.06,512.22
ORD-00211,2021-11-22,2021-11-23,South,Clothing,Women,Corporate,Second Class,10,46.63,0.21,368.38,27.55
ORD-00212,2022-07-16,2022-07-19,Northeast,Clothing,Men,Corporate,Standard,8,43.74,0.06,328.92,32.58
ORD-00213,2021-07-05,2021-07-08,North,Electronics,Laptops,Home Office,Second Class,11,349.76,0.09,3501.1,891.59
ORD-00214,2021-12-21,2021-12-26,Northeast,Electronics,Tablets,Corporate,First Class,5,664.52,0.07,3090.02,782.27
ORD-00215,2021-07-29,2021-07-30,West,Furniture,Storage,Corporate,Second Class,5,125.96,0.1,566.82,174.83
ORD-00216,2022-09-04,2022-09-06,North,Groceries,Dairy,Corporate,First Class,10,3.22,0.06,30.27,4.2
ORD-00217,2021-03-14,2021-03-19,Central,Furniture,Tables,Consumer,First Class,11,732.7,0.26,5964.18,724.35
ORD-00218,2022-01-06,2022-01-09,North,Electronics,Tablets,Corporate,Second Class,15,315.45,0.05,4495.16,1228.36
ORD-00219,2022-11-10,2022-11-13,South,Electronics,Phones,Consumer,First Class,10,891.45,0.21,7042.45,716.1
ORD-00220,2021-11-05,2021-11-07,Southwest,Clothing,Sports,Consumer,First Class,3,102.64,0.22,240.18,4.94
ORD-00221,2021-12-12,2021-12-17,Central,Clothing,Men,Consumer,Standard,7,193.41,0.24,,66.65
ORD-00222,2022-01-26,2022-01-27,Central,Furniture,Tables,Consumer,First Class,5,503.84,0.28,1813.82,101.18
ORD-00223,2023-12-10,2023-12-13,East,Furniture,Tables,Consumer,Same Day,6,732.96,0.05,4177.87,490.05
ORD-00224,2021-02-14,2021-02-19,West,Electronics,Phones,Consumer,Second Class,13,825.36,0.1,9656.71,540.03
ORD-00225,2023-02-18,2023-02-19,West,Clothing,Women,Consumer,Second Class,1,135.72,0.1,122.15,11.13
ORD-00226,2021-08-30,2021-09-02,North,Electronics,Laptops,Corporate,First Class,14,808.56,0.03,10980.24,2184.04
