order_id,order_date,ship_date,region,category,sub_category,customer_segment,ship_mode,quantity,unit_price,discount,sales,profit
ORD-00126,29-08-21,04-09-21,Southwest,Electronics,Laptops,Consumer,Standard,3,709.72,0.23,1639.45,181.79
ORD-00127,22-05-22,28-05-22,Central,Groceries,Dairy,Corporate,Second Class,6,28.29,0.26,125.61,11.14
ORD-00128,02-12-23,06-12-23,North,Electronics,Accessories,Consumer,Second Class,13,130.67,0.06,1596.79,402.12
ORD-00129,06-06-22,13-06-22,North,Electronics,Phones,Consumer,Standard,2,834.69,0.06,1569.22,213.61
ORD-00130,11-05-23,14-05-23,Southwest,Clothing,Sports,Consumer,Second Class,11,35.27,0.24,294.86,19.8
ORD-00131,08-01-21,15-01-21,North,Electronics,Accessories,Corporate,First Class,4,717.91,0.08,2641.91,157.63
ORD-00132,02-02-21,04-02-21,South,Electronics,Phones,Consumer,Second Class,14,120.58,0.21,1333.61,164.9
ORD-00133,16-08-22,18-08-22,Northeast,Furniture,Storage,Corporate,First Class,14,183.15,0.05,2435.89,341.39
ORD-00134,25-12-21,31-12-21,Central,Furniture,Chairs,Home Office,Same Day,11,581.34,0.25,4796.06,201.75
ORD-00135,07-04-22,10-04-22,Northeast,Electronics,Accessories,Home Office,Second Class,7,858.07,0.08,5525.97,1805.16
ORD-00136,26-01-22,27-01-22,South,Furniture,Chairs,Home Office,Standard,13,236.25,0.25,2303.44,129.87
ORD-00137,25-01-22,31-01-22,North,Groceries,Beverages,Home Office,Second Class,12,39.22,0.05,447.11,93.94
ORD-00138,17-11-23,21-11-23,East,Groceries,Beverages,Corporate,Standard,4,12.62,0.06,47.45,6.08
ORD-00139,06-05-23,09-05-23,North,Clothing,Sports,Corporate,Standard,9,140.12,0.09,1147.58,278.3
ORD-00141,20-05-21,26-05-21,North,Electronics,Accessories,Consumer,Second Class,11,1404.16,0.06,14519.01,2517.62
ORD-00142,11-08-22,12-08-22,West,Furniture,Beds,Corporate,Same Day,2,253.5,0.08,466.44,72.92
ORD-00144,21-10-23,28-10-23,East,Groceries,Dairy,Home Office,Same Day,4,24.82,0.05,94.32,6.82
ORD-00145,09-03-21,11-03-21,Southwest,Clothing,Women,Corporate,First Class,12,186.49,0.21,1767.93,215.57
ORD-00146,26-02-23,05-03-23,Central,Groceries,Dairy,Corporate,Same Day,1,31.05,0.27,22.67,2.07
ORD-00147,14-07-22,21-07-22,Southwest,Clothing,Kids,Corporate,Standard,3,135.53,0.23,313.07,33.05
ORD-00148,12-11-21,18-11-21,East,Clothing,Men,Consumer,Standard,6,29.42,0.08,162.4,33.09
ORD-00149,10-07-21,15-07-21,West,Clothing,Sports,Consumer,Standard,13,181.22,0.09,2143.83,216.26
ORD-00150,09-09-22,12-09-22,West,Electronics,Accessories,Consumer,Standard,13,161.54,0.1,1890.02,205.38
ORD-00151,22-03-23,25-03-23,Northeast,Clothing,Kids,Consumer,Standard,14,195.1,0.1,2458.26,271.04
ORD-00152,16-10-22,19-10-22,Central,Furniture,Tables,Consumer,Standard,13,485.97,0.26,4675.03,475.94
ORD-00153,04-08-23,10-08-23,South,Groceries,Dairy,Corporate,First Class,7,14.13,0.21,78.14,5.53
ORD-00154,09-09-23,14-09-23,East,Clothing,Sports,Corporate,First Class,6,164.34,0.06,926.88,115.37
ORD-00155,01-04-21,06-04-21,Southwest,Furniture,Beds,Home Office,Standard,13,266.29,0.21,2734.8,245.21
ORD-00156,13-03-23,17-03-23,Northeast,Furniture,Tables,Consumer,Standard,2,141.82,0.08,260.95,40.32
ORD-00157,04-12-23,08-12-23,East,Electronics,Accessories,Consumer,Standard,13,1080.63,0.1,12643.37,4159.37
ORD-00158,24-11-21,27-11-21,West,Groceries,Produce,Corporate,Second Class,3,31.48,0.07,87.83,20
ORD-00159,26-02-22,01-03-22,Central,Groceries,Dairy,Corporate,First Class,9,14.59,0.28,94.54,7.88
ORD-00160,15-03-23,20-03-23,North,Clothing,Sports,Corporate,First Class,12,184.55,0.05,2103.87,255.77
ORD-00161,17-10-21,22-10-21,East,Furniture,Beds,Consumer,Second Class,9,799.93,0.08,6623.42,609.94
ORD-00162,20-04-21,27-04-21,East,Electronics,Laptops,Consumer,Standard,9,782.89,0.1,6341.41,1246.78
ORD-00163,28-03-22,31-03-22,North,Electronics,Tablets,Consumer,Second Class,12,1170.19,0.05,13340.17,2840.55
ORD-00164,27-03-21,03-04-21,Central,Clothing,Sports,Consumer,First Class,13,176.21,0.28,1649.33,50.2
ORD-00165,01-05-22,03-05-22,Northeast,Furniture,Storage,Home Office,Second Class,7,228.77,0.04,1537.33,238.66
ORD-00166,25-10-22,31-10-22,South,Furniture,Chairs,Consumer,First Class,7,704.27,0.25,3697.42,184.73
ORD-00167,16-03-23,20-03-23,North,Furniture,Beds,Consumer,Standard,13,451.24,0.09,5338.17,857.96
ORD-00168,06-01-21,13-01-21,Northeast,Furniture,Beds,Corporate,Second Class,14,236.84,0.05,3149.97,411.26
ORD-00169,25-09-21,30-09-21,Northeast,Groceries,Dairy,Consumer,Second Class,14,23.18,0.04,311.54,105.12
ORD-00170,28-09-21,04-10-21,South,Groceries,Snacks,Consumer,Standard,2,21.02,0.22,32.79,3.41
ORD-00171,14-07-21,15-07-21,South,Electronics,Laptops,Corporate,Standard,1,1058.62,0.21,836.31,23.83
ORD-00172,29-07-21,30-07-21,South,Groceries,Produce,Consumer,First Class,14,27.46,0.2,307.55,30.14
ORD-00173,07-11-21,11-11-21,West,Clothing,Women,Consumer,Standard,13,148.7,0.11,1720.46,213.91
ORD-00174,07-08-22,14-08-22,Southwest,Electronics,Tablets,Consumer,Second Class,4,1134.37,0.24,3448.48,273.76
ORD-00175,26-05-21,31-05-21,Northeast,Electronics,Tablets,Home Office,Standard,14,1266.51,0.07,16489.96,5708.99
ORD-00176,29-01-21,01-02-21,South,Groceries,Beverages,Corporate,Second Class,9,32.75,0.23,226.96,8.7
ORD-00177,21-02-22,28-02-22,North,Clothing,Men,Consumer,Standard,14,56.45,0.07,734.98,48.88
ORD-00178,26-12-21,27-12-21,North,Electronics,Phones,Consumer,Same Day,9,799.97,0.07,6695.75,2089.33
ORD-00179,02-03-21,05-03-21,Northeast,Electronics,Phones,Consumer,Same Day,11,161.75,0.07,1654.7,265.26
ORD-00180,25-08-21,27-08-21,Central,Electronics,Phones,Consumer,Second Class,7,1384.33,0.28,6977.02,737.35
ORD-00181,24-05-22,28-05-22,Southwest,Clothing,Men,Corporate,Standard,11,44.08,0.24,368.51,10.42
ORD-00182,29-09-22,02-10-22,North,Clothing,Kids,Consumer,Second Class,5,56.09,0.09,255.21,72.16
ORD-00183,18-05-22,20-05-22,North,Clothing,Women,Corporate,Second Class,12,190.69,0.08,2105.22,564.55
ORD-00184,03-05-22,07-05-22,West,Electronics,Laptops,Corporate,Standard,15,385.64,0.09,5263.99,1444.28
ORD-00185,19-03-23,20-03-23,West,Electronics,Laptops,Consumer,Standard,6,1392.76,0.09,7604.47,913.17
ORD-00186,12-08-21,14-08-21,North,Clothing,Kids,Consumer,Second Class,13,68.58,0.04,855.88,218.95
ORD-00187,24-03-21,26-03-21,Northeast,Clothing,Men,Corporate,Same Day,7,138.66,0.04,931.8,159.63
ORD-00188,27-05-22,28-05-22,East,Groceries,Produce,Consumer,Standard,13,19.87,0.09,235.06,57.21
ORD-00189,03-06-21,04-06-21,Southwest,Electronics,Accessories,Corporate,Standard,14,1252.57,0.19,14204.14,1262.27
ORD-00190,02-03-21,06-03-21,Central,Electronics,Laptops,Home Office,Standard,8,1330.96,0.25,7985.76,554.52
ORD-00191,27-07-22,31-07-22,North,Electronics,Laptops,Corporate,First Class,13,78.32,0.08,936.71,143.51
ORD-00192,08-07-22,10-07-22,North,Furniture,Chairs,Home Office,First Class,1,337.35,0.04,323.86,31.7
ORD-00193,29-12-23,05-01-24,Northeast,Furniture,Tables,Corporate,Same Day,7,688.56,0.08,4434.33,1294.22
ORD-00194,27-02-21,05-03-21,Central,Groceries,Produce,Corporate,Standard,13,25.54,0.24,252.34,12.09
ORD-00195,02-01-21,05-01-21,Southwest,Electronics,Laptops,Consumer,Standard,13,1274.21,0.24,12589.19,1421.62
ORD-00196,29-05-21,01-06-21,Central,Furniture,Chairs,Consumer,Standard,3,540.27,0.25,1215.61,127.47
ORD-00197,01-01-23,03-01-23,Central,Groceries,Beverages,Consumer,Second Class,3,29.5,0.28,63.72,7.17
ORD-00198,14-10-22,21-10-22,Southwest,Electronics,Phones,Home Office,Standard,12,162.82,0.24,1484.92,176.11
ORD-00199,19-11-22,23-11-22,North,Electronics,Phones,Consumer,First Class,12,51.86,0.08,572.53,113.32
ORD-00200,27-07-21,03-08-21,East,Groceries,Produce,Consumer,Standard,14,7.03,0.07,91.53,28.96
ORD-00201,10-07-21,13-07-21,West,Furniture,Beds,Corporate,Standard,11,193.11,0.07,1975.52,211.37
ORD-00202,28-06-22,04-07-22,South,Electronics,Phones,Consumer,Second Class,8,272.71,0.24,1658.08,152.59
ORD-00203,16-12-21,22-12-21,South,Electronics,Phones,Consumer,Standard,8,1347.57,0.22,8408.84,553.08
ORD-00204,20-06-23,24-06-23,South,Groceries,Dairy,Consumer,Second Class,2,48.59,0.24,73.86,6.38
ORD-00205,08-05-23,13-05-23,Central,Groceries,Produce,Consumer,Standard,15,26.81,0.26,297.59,41.05
ORD-00206,09-07-23,11-07-23,Southwest,Electronics,Laptops,Corporate,Standard,7,163.63,0.19,927.78,84.8
ORD-00207,18-05-21,19-05-21,East,Clothing,Kids,Home Office,Second Class,15,159.44,0.08,2200.27,383.58
ORD-00208,25-07-21,26-07-21,West,Electronics,Tablets,Home Office,First Class,15,645.79,0.06,9105.64,1207.63
ORD-00209,03-04-23,04-04-23,East,Groceries,Produce,Consumer,Second Class,5,16.55,0.07,76.96,15.2
ORD-00210,12-04-22,14-04-22,South,Furniture,Storage,Consumer,Standard,11,737.67,0.23,6248.06,512.22
ORD-00211,22-11-21,23-11-21,South,Clothing,Women,Corporate,Second Class,10,46.63,0.21,368.38,27.55
ORD-00212,16-07-22,19-07-22,Northeast,Clothing,Men,Corporate,Standard,8,43.74,0.06,328.92,32.58
ORD-00213,05-07-21,08-07-21,North,Electronics,Laptops,Home Office,Second Class,11,349.76,0.09,3501.1,891.59
ORD-00214,21-12-21,26-12-21,Northeast,Electronics,Tablets,Corporate,First Class,5,664.52,0.07,3090.02,782.27
ORD-00215,29-07-21,30-07-21,West,Furniture,Storage,Corporate,Second Class,5,125.96,0.1,566.82,174.83
ORD-00216,04-09-22,06-09-22,North,Groceries,Dairy,Corporate,First Class,10,3.22,0.06,30.27,4.2
ORD-00217,14-03-21,19-03-21,Central,Furniture,Tables,Consumer,First Class,11,732.7,0.26,5964.18,724.35
ORD-00218,06-01-22,09-01-22,North,Electronics,Tablets,Corporate,Second Class,15,315.45,0.05,4495.16,1228.36
ORD-00219,10-11-22,13-11-22,South,Electronics,Phones,Consumer,First Class,10,891.45,0.21,7042.45,716.1
ORD-00220,05-11-21,07-11-21,Southwest,Clothing,Sports,Consumer,First Class,3,102.64,0.22,240.18,4.94
ORD-00222,26-01-22,27-01-22,Central,Furniture,Tables,Consumer,First Class,5,503.84,0.28,1813.82,101.18
ORD-00223,10-12-23,13-12-23,East,Furniture,Tables,Consumer,Same Day,6,732.96,0.05,4177.87,490.05
ORD-00224,14-02-21,19-02-21,West,Electronics,Phones,Consumer,Second Class,13,825.36,0.1,9656.71,540.03
ORD-00225,18-02-23,19-02-23,West,Clothing,Women,Consumer,Second Class,1,135.72,0.1,122.15,11.13
ORD-00226,30-08-21,02-09-21,North,Electronics,Laptops,Corporate,First Class,14,808.56,0.03,10980.24,2184.04
ORD-00227,09-11-22,11-11-22,North,Furniture,Chairs,Corporate,Second Class,3,134.03,0.08,369.92,90
ORD-00228,25-06-22,29-06-22,North,Groceries,Dairy,Home Office,Standard,11,38.39,0.03,409.62,125.18
ORD-00229,03-01-23,07-01-23,Southwest,Electronics,Phones,Consumer,Standard,2,631.13,0.23,971.94,112.73
ORD-00230,20-08-21,22-08-21,Central,Electronics,Laptops,Consumer,Same Day,8,1213.28,0.25,7279.68,170.77
ORD-00231,25-09-21,29-09-21,Southwest,Electronics,Accessories,Consumer,Standard,11,505.65,0.21,4394.1,385.81
ORD-00232,24-11-22,29-11-22,West,Furniture,Chairs,Consumer,First Class,8,357.11,0.09,2599.76,900.39
ORD-00233,18-11-21,23-11-21,Northeast,Groceries,Produce,Consumer,Second Class,4,28.42,0.06,106.86,31.54
ORD-00234,07-07-23,08-07-23,Northeast,Clothing,Men,Home Office,First Class,1,88.34,0.05,83.92,19.41
ORD-00235,08-11-23,13-11-23,South,Furniture,Storage,Consumer,Standard,4,632.54,0.24,1922.92,122.29
ORD-00236,31-03-22,01-04-22,East,Groceries,Snacks,Corporate,Standard,2,36.41,0.09,66.27,5.44
ORD-00237,16-03-23,18-03-23,East,Groceries,Snacks,Consumer,Standard,15,44.8,0.08,618.24,140.21
